time,P,G(i),H_sun,T2m,WS10m,Int
20160313:1909,0.0,0.0,0.0,17.95,2.34,0.0
20160313:2009,0.0,0.0,0.0,18.07,3.03,0.0
20160313:2109,0.0,0.0,0.0,18.19,3.71,0.0
20160313:2209,0.0,0.0,0.0,18.27,4.06,0.0
20160313:2309,0.0,0.0,0.0,18.36,4.4,0.0
20160314:0009,0.0,0.0,0.0,18.44,4.74,0.0
20160314:0109,0.0,0.0,0.0,18.12,4.8,0.0
20160314:0209,0.0,0.0,0.0,17.8,4.86,0.0
20160314:0309,0.0,0.0,0.0,17.47,4.92,0.0
20160314:0409,0.0,1.91,2.97,17.01,4.76,0.0
20160314:0509,0.32,19.14,15.56,16.56,4.6,0.0
20160314:0609,4.82,143.25,27.69,16.1,4.44,0.0
20160314:0709,11.35,311.21,38.9,15.96,4.85,0.0
20160314:0809,23.98,642.72,48.32,15.83,5.26,0.0
20160314:0909,29.67,804.9,54.42,15.69,5.67,0.0
20160314:1009,30.84,835.53,55.35,15.65,5.64,0.0
20160314:1109,34.67,937.6,50.75,15.6,5.6,0.0
20160314:1209,25.97,690.66,42.21,15.56,5.57,0.0
20160314:1309,13.72,368.2,31.46,15.11,5.02,0.0
20160314:1409,12.76,350.1,19.56,14.67,4.47,0.0
20160314:1509,2.51,88.26,7.08,14.22,3.92,0.0
20160314:1609,0.0,0.0,0.0,13.17,3.16,0.0
20160314:1709,0.0,0.0,0.0,12.12,2.4,0.0
20160314:1809,0.0,0.0,0.0,11.06,1.64,0.0
20160314:1909,0.0,0.0,0.0,10.89,1.82,0.0
20160314:2009,0.0,0.0,0.0,10.71,1.99,0.0
20160314:2109,0.0,0.0,0.0,10.54,2.17,0.0
20160314:2209,0.0,0.0,0.0,10.38,2.36,0.0
20160314:2309,0.0,0.0,0.0,10.22,2.55,0.0
20160315:0009,0.0,0.0,0.0,10.06,2.74,0.0
20160315:0109,0.0,0.0,0.0,10.4,2.91,0.0
20160315:0209,0.0,0.0,0.0,10.73,3.09,0.0
20160315:0309,0.0,0.0,0.0,11.06,3.26,0.0
20160315:0409,0.27,23.76,3.24,12.27,3.64,0.0
20160315:0509,2.03,69.11,15.84,13.49,4.02,0.0
20160315:0609,1.22,46.9,27.99,14.7,4.4,0.0
20160315:0709,18.96,502.11,39.23,14.92,5.99,0.0
20160315:0809,22.98,609.88,48.69,15.14,7.57,0.0
20160315:0909,2.4,79.44,54.82,15.36,9.16,0.0
20160315:1009,4.2,126.33,55.74,15.2,9.25,0.0
20160315:1109,3.13,98.58,51.07,15.03,9.33,0.0
20160315:1209,2.91,92.83,42.46,14.87,9.42,0.0
20160315:1309,2.02,68.91,31.66,14.3,8.15,0.0
20160315:1409,9.58,265.69,19.72,13.74,6.88,0.0
20160315:1509,1.3,54.62,7.23,13.17,5.61,0.0
20160315:1609,0.0,0.0,0.0,12.54,4.44,0.0
20160315:1709,0.0,0.0,0.0,11.91,3.27,0.0
20160315:1809,0.0,0.0,0.0,11.28,2.1,0.0
20160315:1909,0.0,0.0,0.0,11.16,2.13,0.0
20160315:2009,0.0,0.0,0.0,11.05,2.17,0.0
20160315:2109,0.0,0.0,0.0,10.93,2.21,0.0
20160315:2209,0.0,0.0,0.0,10.76,2.31,0.0
20160315:2309,0.0,0.0,0.0,10.6,2.41,0.0
20160316:0009,0.0,0.0,0.0,10.43,2.51,0.0
20160316:0109,0.0,0.0,0.0,10.42,2.56,0.0
20160316:0209,0.0,0.0,0.0,10.41,2.6,0.0
20160316:0309,0.0,0.0,0.0,10.4,2.65,0.0
20160316:0409,0.24,16.27,3.51,10.95,3.05,0.0
20160316:0509,0.35,20.1,16.12,11.49,3.46,0.0
20160316:0609,16.95,451.09,28.29,12.04,3.86,0.0
20160316:0709,11.05,294.84,39.56,12.12,4.2,0.0
20160316:0809,27.41,733.98,49.06,12.21,4.53,0.0
20160316:0909,21.83,577.83,55.22,12.29,4.87,0.0
20160316:1009,36.39,978.87,56.12,12.32,4.92,0.0
20160316:1109,30.4,804.4,51.39,12.36,4.98,0.0
20160316:1209,10.47,284.25,42.7,12.39,5.03,0.0
20160316:1309,1.86,64.12,31.85,12.08,4.7,0.0
20160316:1409,5.5,158.05,19.89,11.77,4.37,0.0
20160316:1509,0.68,30.63,7.38,11.46,4.04,0.0
20160316:1609,0.0,0.0,0.0,11.03,3.37,0.0
20160316:1709,0.0,0.0,0.0,10.61,2.69,0.0
20160316:1809,0.0,0.0,0.0,10.18,2.01,0.0
20160316:1909,0.0,0.0,0.0,9.91,2.02,0.0
20160316:2009,0.0,0.0,0.0,9.63,2.02,0.0
20160316:2109,0.0,0.0,0.0,9.36,2.03,0.0
20160316:2209,0.0,0.0,0.0,9.28,2.02,0.0
20160316:2309,0.0,0.0,0.0,9.19,2.02,0.0
20160317:0009,0.0,0.0,0.0,9.11,2.01,0.0
20160317:0109,0.0,0.0,0.0,8.87,1.89,0.0
20160317:0209,0.0,0.0,0.0,8.63,1.76,0.0
20160317:0309,0.0,0.0,0.0,8.38,1.63,0.0
20160317:0409,0.0,2.87,3.78,9.5,1.98,0.0
20160317:0509,6.59,191.7,16.4,10.61,2.33,0.0
20160317:0609,9.7,265.1,28.59,11.73,2.68,0.0
20160317:0709,18.22,487.8,39.9,12.1,3.09,0.0
20160317:0809,27.91,744.81,49.43,12.46,3.5,0.0
20160317:0909,29.65,793.4,55.62,12.83,3.92,0.0
20160317:1009,19.64,525.59,56.5,12.95,4.11,0.0
20160317:1109,13.83,371.56,51.7,13.07,4.3,0.0
20160317:1209,15.11,404.31,42.95,13.19,4.5,0.0
20160317:1309,10.11,275.37,32.05,12.74,4.21,0.0
20160317:1409,7.02,197.61,20.06,12.29,3.92,0.0
20160317:1509,1.83,68.01,7.53,11.84,3.63,0.0
20160317:1609,0.0,0.0,0.0,10.99,2.99,0.0
20160317:1709,0.0,0.0,0.0,10.14,2.35,0.0
20160317:1809,0.0,0.0,0.0,9.28,1.71,0.0
20160317:1909,0.0,0.0,0.0,10.32,1.47,0.0
20160317:2009,0.0,0.0,0.0,11.36,1.23,0.0
20160317:2109,0.0,0.0,0.0,12.4,0.99,0.0
20160317:2209,0.0,0.0,0.0,11.97,1.13,0.0
20160317:2309,0.0,0.0,0.0,11.55,1.26,0.0
20160318:0009,0.0,0.0,0.0,11.12,1.39,0.0
20160318:0109,0.0,0.0,0.0,11.33,1.14,0.0
20160318:0209,0.0,0.0,0.0,11.54,0.89,0.0
20160318:0309,0.0,0.0,0.0,11.74,0.63,0.0
20160318:0409,0.46,26.77,4.06,12.1,0.79,0.0
20160318:0509,6.39,185.34,16.68,12.45,0.94,0.0
20160318:0609,18.87,514.34,28.89,12.81,1.09,0.0
20160318:0709,24.84,677.36,40.23,13.15,1.25,0.0
20160318:0809,32.15,896.83,49.81,13.48,1.41,0.0
20160318:0909,32.48,911.52,56.02,13.82,1.57,0.0
20160318:1009,28.62,788.04,56.88,14.15,1.91,0.0
20160318:1109,25.68,704.75,52.01,14.49,2.25,0.0
20160318:1209,21.21,575.71,43.19,14.82,2.59,0.0
20160318:1309,15.56,419.61,32.24,14.27,2.72,0.0
20160318:1409,11.17,308.2,20.22,13.71,2.85,0.0
20160318:1509,3.0,103.84,7.68,13.16,2.98,0.0
20160318:1609,0.0,0.0,0.0,11.92,2.69,0.0
20160318:1709,0.0,0.0,0.0,10.69,2.41,0.0
20160318:1809,0.0,0.0,0.0,9.45,2.12,0.0
20160318:1909,0.0,0.0,0.0,9.23,2.08,0.0
20160318:2009,0.0,0.0,0.0,9.02,2.04,0.0
20160318:2109,0.0,0.0,0.0,8.8,2.0,0.0
20160318:2209,0.0,0.0,0.0,8.47,2.17,0.0
20160318:2309,0.0,0.0,0.0,8.14,2.33,0.0
20160319:0009,0.0,0.0,0.0,7.81,2.5,0.0
20160319:0109,0.0,0.0,0.0,7.1,2.61,0.0
20160319:0209,0.0,0.0,0.0,6.38,2.72,0.0
20160319:0309,0.0,0.0,0.0,5.66,2.83,0.0
20160319:0409,0.5,27.62,4.33,7.77,2.74,0.0
20160319:0509,8.89,258.75,16.96,9.87,2.66,0.0
20160319:0609,18.7,500.39,29.2,11.98,2.58,0.0
20160319:0709,26.64,720.43,40.56,14.21,2.68,0.0
20160319:0809,33.82,941.68,50.18,16.43,2.77,0.0
20160319:0909,36.12,1028.38,56.42,18.66,2.87,0.0
20160319:1009,37.18,1067.78,57.26,19.84,2.99,0.0
20160319:1109,35.34,1011.23,52.32,21.02,3.11,0.0
20160319:1209,31.19,883.8,43.43,22.2,3.23,0.0
20160319:1309,23.61,658.78,32.44,21.74,2.91,0.0
20160319:1409,13.98,397.96,20.38,21.28,2.59,0.0
20160319:1509,3.16,118.27,7.83,20.82,2.28,0.0
20160319:1609,0.0,0.0,0.0,18.62,2.25,0.0
20160319:1709,0.0,0.0,0.0,16.42,2.22,0.0
20160319:1809,0.0,0.0,0.0,14.21,2.19,0.0
20160319:1909,0.0,0.0,0.0,14.9,2.36,0.0
20160319:2009,0.0,0.0,0.0,15.6,2.53,0.0
20160319:2109,0.0,0.0,0.0,16.29,2.7,0.0
20160319:2209,0.0,0.0,0.0,15.81,3.25,0.0
20160319:2309,0.0,0.0,0.0,15.34,3.79,0.0
20160320:0009,0.0,0.0,0.0,14.86,4.33,0.0
20160320:0109,0.0,0.0,0.0,14.19,3.9,0.0
20160320:0209,0.0,0.0,0.0,13.52,3.48,0.0
20160320:0309,0.0,0.0,0.0,12.85,3.05,0.0
20160320:0409,0.02,6.7,4.6,13.45,3.25,0.0
20160320:0509,2.41,79.57,17.24,14.06,3.44,0.0
20160320:0609,2.58,84.22,29.5,14.66,3.64,0.0
20160320:0709,7.95,223.0,40.89,14.68,4.09,0.0
20160320:0809,25.79,695.23,50.55,14.69,4.53,0.0
20160320:0909,29.23,785.9,56.83,14.71,4.98,0.0
20160320:1009,23.1,619.19,57.64,14.81,5.02,0.0
20160320:1109,22.9,613.25,52.63,14.91,5.05,0.0
20160320:1209,11.04,301.54,43.67,15.01,5.09,0.0
20160320:1309,8.44,234.52,32.63,14.28,4.75,0.0
20160320:1409,0.55,26.8,20.54,13.54,4.41,0.0
20160320:1509,0.1,10.53,7.97,12.81,4.07,0.0
20160320:1609,0.0,0.0,0.0,12.37,3.43,0.0
20160320:1709,0.0,0.0,0.0,11.94,2.79,0.0
20160320:1809,0.0,0.0,0.0,11.5,2.15,0.0
20160320:1909,0.0,0.0,0.0,11.2,2.05,0.0
20160320:2009,0.0,0.0,0.0,10.9,1.95,0.0
20160320:2109,0.0,0.0,0.0,10.6,1.85,0.0
20160320:2209,0.0,0.0,0.0,10.39,1.99,0.0
20160320:2309,0.0,0.0,0.0,10.19,2.13,0.0
20160321:0009,0.0,0.0,0.0,9.98,2.28,0.0
20160321:0109,0.0,0.0,0.0,9.88,2.16,0.0
20160321:0209,0.0,0.0,0.0,9.78,2.04,0.0
20160321:0309,0.0,0.0,0.0,9.68,1.92,0.0
20160321:0409,0.05,8.61,4.88,10.73,2.07,0.0
20160321:0509,1.93,66.04,17.53,11.78,2.22,0.0
20160321:0609,15.42,414.34,29.8,12.83,2.37,0.0
20160321:0709,9.65,261.93,41.22,13.17,2.89,0.0
20160321:0809,10.35,280.27,50.92,13.52,3.41,0.0
20160321:0909,7.98,222.42,57.23,13.86,3.93,0.0
20160321:1009,3.21,100.49,58.02,13.91,4.19,0.0
20160321:1109,3.39,105.28,52.94,13.97,4.45,0.0
20160321:1209,7.66,213.14,43.91,14.02,4.7,0.0
20160321:1309,5.79,166.53,32.81,13.43,4.53,0.0
20160321:1409,3.67,111.98,20.7,12.84,4.36,0.0
20160321:1509,2.46,83.65,8.12,12.25,4.19,0.0
20160321:1609,0.0,0.0,0.0,11.52,3.55,0.0
20160321:1709,0.0,0.0,0.0,10.79,2.91,0.0
20160321:1809,0.0,0.0,0.0,10.06,2.26,0.0
20160321:1909,0.0,0.0,0.0,9.77,2.16,0.0
20160321:2009,0.0,0.0,0.0,9.48,2.05,0.0
20160321:2109,0.0,0.0,0.0,9.19,1.94,0.0
20160321:2209,0.0,0.0,0.0,9.0,1.81,0.0
20160321:2309,0.0,0.0,0.0,8.8,1.67,0.0
20160322:0009,0.0,0.0,0.0,8.61,1.53,0.0
20160322:0109,0.0,0.0,0.0,8.99,1.51,0.0
20160322:0209,0.0,0.0,0.0,9.36,1.49,0.0
20160322:0309,0.0,0.0,0.0,9.73,1.46,0.0
20160322:0409,0.0,4.79,5.15,10.54,1.32,0.0
20160322:0509,5.33,159.35,17.81,11.36,1.18,0.0
20160322:0609,14.51,392.92,30.1,12.17,1.03,0.0
20160322:0709,24.93,679.6,41.55,12.57,1.31,0.0
20160322:0809,31.37,870.17,51.29,12.98,1.6,0.0
20160322:0909,33.33,928.77,57.63,13.38,1.88,0.0
20160322:1009,36.63,1026.2,58.4,13.77,2.29,0.0
20160322:1109,36.88,1026.59,53.24,14.17,2.71,0.0
20160322:1209,32.72,893.44,44.14,14.56,3.13,0.0
20160322:1309,25.03,671.3,33.0,14.18,3.36,0.0
20160322:1409,14.96,409.02,20.86,13.79,3.59,0.0
20160322:1509,3.39,114.44,8.26,13.41,3.82,0.0
20160322:1609,0.0,0.0,0.0,12.38,3.43,0.0
20160322:1709,0.0,0.0,0.0,11.36,3.05,0.0
20160322:1809,0.0,0.0,0.0,10.33,2.66,0.0
20160322:1909,0.0,0.0,0.0,9.85,2.46,0.0
20160322:2009,0.0,0.0,0.0,9.38,2.25,0.0
20160322:2109,0.0,0.0,0.0,8.9,2.04,0.0
20160322:2209,0.0,0.0,0.0,8.73,2.11,0.0
20160322:2309,0.0,0.0,0.0,8.55,2.19,0.0
20160323:0009,0.0,0.0,0.0,8.38,2.26,0.0
20160323:0109,0.0,0.0,0.0,7.95,2.4,0.0
20160323:0209,0.0,0.0,0.0,7.52,2.53,0.0
20160323:0309,0.0,0.0,0.0,7.09,2.66,0.0
20160323:0409,0.9,42.64,5.43,9.04,2.74,0.0
20160323:0509,9.7,281.73,18.09,10.99,2.81,0.0
20160323:0609,20.26,543.32,30.4,12.94,2.88,0.0
20160323:0709,28.61,776.82,41.88,14.95,3.05,0.0
20160323:0809,34.86,972.12,51.66,16.95,3.21,0.0
20160323:0909,38.04,1081.6,58.03,18.96,3.38,0.0
20160323:1009,38.36,1102.18,58.77,19.9,3.22,0.0
20160323:1109,33.24,947.45,53.54,20.83,3.06,0.0
20160323:1209,30.54,864.77,44.37,21.77,2.9,0.0
20160323:1309,23.0,637.57,33.18,21.7,3.04,0.0
20160323:1409,10.47,300.29,21.02,21.63,3.19,0.0
20160323:1509,1.56,60.49,8.41,21.56,3.34,0.0
20160323:1609,0.0,0.0,0.0,19.86,3.44,0.0
20160323:1709,0.0,0.0,0.0,18.17,3.54,0.0
20160323:1809,0.0,0.0,0.0,16.47,3.64,0.0
20160323:1909,0.0,0.0,0.0,15.93,3.77,0.0
20160323:2009,0.0,0.0,0.0,15.39,3.89,0.0
20160323:2109,0.0,0.0,0.0,14.85,4.01,0.0
20160323:2209,0.0,0.0,0.0,14.71,4.11,0.0
20160323:2309,0.0,0.0,0.0,14.56,4.21,0.0
20160324:0009,0.0,0.0,0.0,14.42,4.3,0.0
20160324:0109,0.0,0.0,0.0,13.87,4.27,0.0
20160324:0209,0.0,0.0,0.0,13.31,4.23,0.0
20160324:0309,0.0,0.0,0.0,12.75,4.19,0.0
20160324:0409,0.29,18.18,5.7,14.55,4.18,0.0
20160324:0509,0.43,22.97,18.37,16.34,4.17,0.0
20160324:0609,11.49,318.53,30.7,18.14,4.15,0.0
20160324:0709,16.36,449.49,42.21,20.24,4.63,0.0
20160324:0809,21.9,605.63,52.03,22.33,5.1,0.0
20160324:0909,14.89,418.79,58.43,24.43,5.57,0.0
20160324:1009,36.1,1029.87,59.15,25.05,5.71,0.0
20160324:1109,4.58,142.6,53.84,25.66,5.85,0.0
20160324:1209,12.78,360.24,44.6,26.28,5.99,0.0
20160324:1309,23.65,660.86,33.36,25.18,5.12,0.0
20160324:1409,12.28,353.82,21.17,24.09,4.26,0.0
20160324:1509,1.92,70.95,8.55,22.99,3.39,0.0
20160324:1609,0.0,0.0,0.0,20.5,2.71,0.0
20160324:1709,0.0,0.0,0.0,18.01,2.03,0.0
20160324:1809,0.0,0.0,0.0,15.51,1.35,0.0
20160324:1909,0.0,0.0,0.0,15.14,1.53,0.0
20160324:2009,0.0,0.0,0.0,14.77,1.71,0.0
20160324:2109,0.0,0.0,0.0,14.4,1.89,0.0
20160324:2209,0.0,0.0,0.0,14.69,1.54,0.0
20160324:2309,0.0,0.0,0.0,14.99,1.18,0.0
20160325:0009,0.0,0.0,0.0,15.28,0.83,0.0
20160325:0109,0.0,0.0,0.0,13.78,1.1,0.0
20160325:0209,0.0,0.0,0.0,12.28,1.38,0.0
20160325:0309,0.0,0.0,0.0,10.77,1.66,0.0
20160325:0409,0.33,19.74,5.98,12.32,1.69,0.0
20160325:0509,8.2,240.09,18.65,13.87,1.73,0.0
20160325:0609,16.62,454.53,30.99,15.42,1.77,0.0
20160325:0709,25.98,719.58,42.54,16.92,1.84,0.0
20160325:0809,32.57,928.18,52.4,18.41,1.91,0.0
20160325:0909,35.41,1029.6,58.83,19.91,1.99,0.0
20160325:1009,34.85,1009.0,59.52,20.61,2.25,0.0
20160325:1109,19.87,556.7,54.14,21.32,2.52,0.0
20160325:1209,29.68,840.48,44.83,22.02,2.79,0.0
20160325:1309,13.9,387.23,33.54,20.84,3.03,0.0
20160325:1409,5.0,151.0,21.32,19.65,3.28,0.0
20160325:1509,1.62,60.43,8.69,18.47,3.53,0.0
20160325:1609,0.0,0.0,0.0,17.74,2.91,0.0
20160325:1709,0.0,0.0,0.0,17.01,2.28,0.0
20160325:1809,0.0,0.0,0.0,16.28,1.66,0.0
20160325:1909,0.0,0.0,0.0,16.45,2.15,0.0
20160325:2009,0.0,0.0,0.0,16.63,2.64,0.0
20160325:2109,0.0,0.0,0.0,16.8,3.13,0.0
20160325:2209,0.0,0.0,0.0,17.48,3.56,0.0
20160325:2309,0.0,0.0,0.0,18.16,4.0,0.0
20160326:0009,0.0,0.0,0.0,18.84,4.43,0.0
20160326:0109,0.0,0.0,0.0,17.32,3.78,0.0
20160326:0209,0.0,0.0,0.0,15.8,3.13,0.0
20160326:0309,0.0,0.0,0.0,14.27,2.48,0.0
20160326:0409,0.0,5.74,6.25,15.87,3.16,0.0
20160326:0509,0.46,23.93,18.93,17.47,3.84,0.0
20160326:0609,6.65,192.83,31.29,19.07,4.52,0.0
20160326:0709,7.75,222.26,42.87,19.8,5.11,0.0
20160326:0809,4.19,129.2,52.77,20.54,5.7,0.0
20160326:0909,5.4,161.74,59.23,21.27,6.29,0.0
20160326:1009,8.6,245.96,59.9,21.36,6.11,0.0
20160326:1109,7.79,224.91,54.43,21.45,5.93,0.0
20160326:1209,8.38,240.54,45.05,21.54,5.75,0.0
20160326:1309,3.18,102.41,33.72,20.56,5.21,0.0
20160326:1409,4.12,127.3,21.47,19.59,4.68,0.0
20160326:1509,1.1,44.48,8.83,18.61,4.14,0.0
20160326:1609,0.0,0.0,0.0,18.12,3.78,0.0
20160326:1709,0.0,0.0,0.0,17.64,3.43,0.0
20160326:1809,0.0,0.0,0.0,17.15,3.08,0.0
20160326:1909,0.0,0.0,0.0,16.58,2.49,0.0
20160326:2009,0.0,0.0,0.0,16.0,1.9,0.0
20160326:2109,0.0,0.0,0.0,15.43,1.31,0.0
20160326:2209,0.0,0.0,0.0,15.13,2.05,0.0
20160326:2309,0.0,0.0,0.0,14.83,2.79,0.0
20160327:0009,0.0,0.0,0.0,14.53,3.53,0.0
20160327:0109,0.0,0.0,0.0,14.31,3.13,0.0
20160327:0209,0.0,0.0,0.0,14.08,2.73,0.0
20160327:0309,0.0,0.0,0.0,13.85,2.33,0.0
20160327:0409,0.29,18.18,6.52,14.57,2.12,0.0
20160327:0509,3.72,115.32,19.21,15.29,1.91,0.0
20160327:0609,13.62,375.81,31.59,16.01,1.7,0.0
20160327:0709,16.99,467.11,43.19,16.37,2.31,0.0
20160327:0809,14.62,400.97,53.14,16.72,2.93,0.0
20160327:0909,20.23,550.45,59.63,17.08,3.54,0.0
20160327:1009,21.36,580.26,60.27,16.62,3.83,0.0
20160327:1109,22.07,594.0,54.73,16.16,4.11,0.0
20160327:1209,15.54,418.05,45.27,15.7,4.4,0.0
20160327:1309,7.2,202.95,33.89,14.55,4.29,0.0
20160327:1409,3.7,112.93,21.62,13.41,4.18,0.0
20160327:1509,1.38,51.59,8.97,12.26,4.07,0.0
20160327:1609,0.0,0.0,0.0,11.76,3.57,0.0
20160327:1709,0.0,0.0,0.0,11.26,3.08,0.0
20160327:1809,0.0,0.0,0.0,10.75,2.58,0.0
20160327:1909,0.0,0.0,0.0,10.67,2.46,0.0
20160327:2009,0.0,0.0,0.0,10.59,2.34,0.0
20160327:2109,0.0,0.0,0.0,10.51,2.22,0.0
20160327:2209,0.0,0.0,0.0,10.28,2.19,0.0
20160327:2309,0.0,0.0,0.0,10.06,2.17,0.0
20160328:0009,0.0,0.0,0.0,9.83,2.14,0.0
20160328:0109,0.0,0.0,0.0,9.93,2.32,0.0
20160328:0209,0.0,0.0,0.0,10.02,2.51,0.0
20160328:0309,0.0,0.0,0.0,10.11,2.69,0.0
20160328:0409,0.02,6.7,6.8,11.06,3.32,0.0
20160328:0509,0.5,24.88,19.49,12.01,3.96,0.0
20160328:0609,3.56,109.1,31.88,12.96,4.59,0.0
20160328:0709,3.37,104.32,43.52,12.99,5.23,0.0
20160328:0809,8.15,225.87,53.5,13.03,5.86,0.0
20160328:0909,20.72,551.25,60.03,13.06,6.5,0.0
20160328:1009,7.67,213.42,60.64,12.91,6.43,0.0
20160328:1109,3.46,106.23,55.01,12.77,6.36,0.0
20160328:1209,28.7,759.11,45.49,12.62,6.29,0.0
20160328:1309,21.13,555.75,34.07,12.32,5.62,0.0
20160328:1409,8.94,246.11,21.77,12.01,4.96,0.0
20160328:1509,0.08,9.57,9.11,11.71,4.29,0.0
20160328:1609,0.0,0.0,0.0,11.11,3.51,0.0
20160328:1709,0.0,0.0,0.0,10.51,2.74,0.0
20160328:1809,0.0,0.0,0.0,9.9,1.96,0.0
20160328:1909,0.0,0.0,0.0,9.7,1.97,0.0
20160328:2009,0.0,0.0,0.0,9.51,1.99,0.0
20160328:2109,0.0,0.0,0.0,9.31,2.0,0.0
20160328:2209,0.0,0.0,0.0,9.48,2.08,0.0
20160328:2309,0.0,0.0,0.0,9.64,2.16,0.0
20160329:0009,0.0,0.0,0.0,9.81,2.23,0.0
20160329:0109,0.0,0.0,0.0,9.98,2.17,0.0
20160329:0209,0.0,0.0,0.0,10.15,2.11,0.0
20160329:0309,0.0,0.0,0.0,10.32,2.06,0.0
20160329:0409,0.65,32.72,7.07,10.87,2.38,0.0
20160329:0509,10.75,308.1,19.77,11.41,2.71,0.0
20160329:0609,20.29,540.69,32.18,11.96,3.03,0.0
20160329:0709,25.46,683.06,43.84,12.29,3.29,0.0
20160329:0809,18.94,504.84,53.87,12.62,3.54,0.0
20160329:0909,30.42,829.31,60.43,12.95,3.79,0.0
20160329:1009,25.61,692.43,61.01,13.16,3.87,0.0
20160329:1109,26.11,699.19,55.3,13.37,3.94,0.0
20160329:1209,22.09,588.56,45.7,13.58,4.01,0.0
20160329:1309,13.64,363.43,34.24,13.04,3.85,0.0
20160329:1409,10.22,281.19,21.92,12.49,3.68,0.0
20160329:1509,3.02,100.37,9.25,11.95,3.52,0.0
20160329:1609,0.0,0.0,0.0,11.17,3.0,0.0
20160329:1709,0.0,0.0,0.0,10.39,2.49,0.0
20160329:1809,0.0,0.0,0.0,9.61,1.97,0.0
20160329:1909,0.0,0.0,0.0,9.28,1.72,0.0
20160329:2009,0.0,0.0,0.0,8.94,1.47,0.0
20160329:2109,0.0,0.0,0.0,8.61,1.21,0.0
20160329:2209,0.0,0.0,0.0,8.95,1.04,0.0
20160329:2309,0.0,0.0,0.0,9.3,0.87,0.0
20160330:0009,0.0,0.0,0.0,9.64,0.7,0.0
20160330:0109,0.0,0.0,0.0,10.06,0.88,0.0
20160330:0209,0.0,0.0,0.0,10.47,1.05,0.0
20160330:0309,0.0,0.0,0.0,10.88,1.23,0.0
20160330:0409,0.86,43.99,7.34,11.36,1.08,0.0
20160330:0509,10.26,297.34,20.05,11.85,0.93,0.0
20160330:0609,16.81,457.62,32.47,12.33,0.79,0.0
20160330:0709,12.55,342.6,44.16,12.81,0.91,0.0
20160330:0809,26.24,724.45,54.23,13.3,1.03,0.0
20160330:0909,27.11,758.48,60.83,13.78,1.16,0.0
20160330:1009,25.11,689.83,61.38,14.13,1.97,0.0
20160330:1109,18.37,488.28,55.59,14.48,2.79,0.0
20160330:1209,31.87,865.29,45.91,14.83,3.6,0.0
20160330:1309,19.99,532.45,34.41,14.1,4.03,0.0
20160330:1409,14.45,393.79,22.06,13.38,4.46,0.0
20160330:1509,3.59,119.24,9.38,12.65,4.9,0.0
20160330:1609,0.0,0.0,0.0,11.97,4.52,0.0
20160330:1709,0.0,0.0,0.0,11.29,4.15,0.0
20160330:1809,0.0,0.0,0.0,10.61,3.78,0.0
20160330:1909,0.0,0.0,0.0,10.37,3.44,0.0
20160330:2009,0.0,0.0,0.0,10.14,3.1,0.0
20160330:2109,0.0,0.0,0.0,9.9,2.76,0.0
20160330:2209,0.0,0.0,0.0,9.58,2.54,0.0
20160330:2309,0.0,0.0,0.0,9.26,2.33,0.0
20160331:0009,0.0,0.0,0.0,8.94,2.11,0.0
20160331:0109,0.0,0.0,0.0,9.08,2.17,0.0
20160331:0209,0.0,0.0,0.0,9.22,2.22,0.0
20160331:0309,0.0,0.0,0.0,9.36,2.28,0.0
20160331:0409,1.91,74.39,7.61,10.39,2.07,0.0
20160331:0509,10.59,305.87,20.32,11.41,1.86,0.0
20160331:0609,21.14,571.69,32.76,12.44,1.66,0.0
20160331:0709,29.29,799.44,44.48,13.45,2.08,0.0
20160331:0809,35.38,985.0,54.59,14.46,2.51,0.0
20160331:0909,38.47,1083.46,61.22,15.47,2.94,0.0
20160331:1009,39.41,1107.83,61.74,16.04,3.39,0.0
20160331:1109,37.71,1049.37,55.87,16.6,3.85,0.0
20160331:1209,33.02,903.36,46.12,17.17,4.3,0.0
20160331:1309,25.4,682.62,34.57,16.54,4.64,0.0
20160331:1409,15.14,416.83,22.21,15.9,4.97,0.0
20160331:1509,3.98,131.88,9.52,15.27,5.31,0.0
20160331:1609,0.0,0.0,0.0,14.37,4.88,0.0
20160331:1709,0.0,0.0,0.0,13.47,4.46,0.0
20160331:1809,0.0,0.0,0.0,12.57,4.03,0.0
20160331:1909,0.0,0.0,0.0,12.22,3.61,0.0
20160331:2009,0.0,0.0,0.0,11.88,3.2,0.0
20160331:2109,0.0,0.0,0.0,11.53,2.79,0.0
20160331:2209,0.0,0.0,0.0,11.05,2.63,0.0
20160331:2309,0.0,0.0,0.0,10.56,2.46,0.0
20160401:0009,0.0,0.0,0.0,10.08,2.3,0.0
20160401:0109,0.0,0.0,0.0,9.86,2.27,0.0
20160401:0209,0.0,0.0,0.0,9.64,2.24,0.0
20160401:0309,0.0,0.0,0.0,9.41,2.21,0.0
20160401:0409,1.55,67.28,7.88,11.1,2.14,0.0
20160401:0509,10.44,302.33,20.6,12.79,2.08,0.0
20160401:0609,20.43,555.77,33.05,14.48,2.01,0.0
20160401:0709,28.35,784.43,44.79,15.94,1.92,0.0
20160401:0809,33.63,957.7,54.95,17.39,1.83,0.0
20160401:0909,36.08,1050.81,61.61,18.85,1.74,0.0
20160401:1009,36.33,1067.27,62.1,19.39,1.57,0.0
20160401:1109,33.97,993.18,56.14,19.94,1.4,0.0
20160401:1209,28.87,830.24,46.33,20.48,1.23,0.0
